lemma,udpos,count,distinct_forms
cité,NOUN,19703884,2
absolu,ADJ,19700241,4
marche,NOUN,19694846,2
exiger,VERB,19672087,36
jeu,NOUN,19671373,2
propriétaire,NOUN,19619586,2
exercice,NOUN,19529471,2
sein,NOUN,19493862,2
feu,ADJ,19491114,4
information,NOUN,19482678,2
dehors,ADV,19459637,1
dehors,NOUN,19459637,1
demi,NOUN,19433722,4
frai,NOUN,19431405,2
fonder,ADJ,19422655,4
fondé,NOUN,19422655,4
delà,ADP,19417839,1
delà,ADV,19417839,1
avenir,NOUN,19403207,2
avenir,VERB,19373517,1
chiffre,NOUN,19365978,2
cheval,NOUN,19344606,2
instruction,NOUN,19299708,2
nommer,ADJ,19286795,4
nommé,NOUN,19286795,4
frais,ADV,19276696,1
frais,NOUN,19276696,1
fût,NOUN,19264147,2
agent,NOUN,19244681,4
acquérir,VERB,19238173,36
philosophie,NOUN,19232434,2
permettre,ADJ,19229101,3
développer,VERB,19213803,36
appel,NOUN,19133937,2
appareil,NOUN,19132920,2
graver,VERB,19124117,36
augmenter,VERB,19122872,36
arrêté,NOUN,19106978,2
direct,NOUN,19103656,4
découvrir,ADJ,19095289,4
découvert,NOUN,19095289,4
poids,NOUN,19076627,1
marquer,VERB,19075965,36
mourir,VERB,19002414,36
assembler,ADJ,18983479,4
tenu,NOUN,18945894,2
réduire,ADJ,18883824,4
échanger,VERB,18876650,36
facile,ADJ,18869540,2
refuser,VERB,18833798,36
entrée,NOUN,18827958,2
directeur,NOUN,18767580,4
contrôle,NOUN,18760354,2
intéressant,ADJ,18748350,4
toucher,VERB,18713351,36
division,NOUN,18702938,2
distancer,VERB,18656114,36
vif,ADJ,18648201,4
deuxième,NOUN,18623565,2
notion,NOUN,18619622,2
semblable,NOUN,18596456,2
distance,NOUN,18562324,2
riche,NOUN,18560082,2
obligation,NOUN,18553448,2
île,NOUN,18543433,2
déterminer,ADJ,18529538,4
éviter,VERB,18491953,36
doctrine,NOUN,18489934,2
financier,NOUN,18480912,4
mariage,NOUN,18465427,2
document,NOUN,18423210,2
organe,NOUN,18414345,2
opposer,VERB,18359990,36
précis,ADJ,18353905,3
recourir,VERB,18340800,36
grave,NOUN,18335330,2
envoyer,VERB,18333287,35
mission,NOUN,18332066,2
moitié,NOUN,18325289,2
disposer,VERB,18305998,36
port,NOUN,18301866,2
réserve,NOUN,18262566,2
administratif,ADJ,18249489,4
ressourcer,VERB,18230476,36
royal,NOUN,18226777,4
exploitation,NOUN,18226289,2
permis,NOUN,18223316,1
bientôt,ADV,18219526,1
contrat,NOUN,18203632,2
ressource,NOUN,18193142,2
taux,NOUN,18192650,1
communauté,NOUN,18184208,2
révolution,NOUN,18140195,2
relever,VERB,18136090,36
objectif,ADJ,18071569,4
juste,ADV,18057472,1
remettre,VERB,18039231,36
machiner,VERB,18038977,36
étendre,VERB,18035719,36
actif,NOUN,18034574,4
bouillir,VERB,18013915,36
température,NOUN,17994022,2
naitre,ADJ,17993627,4
naître,ADJ,17993627,4
commercial,NOUN,17992666,4
désir,NOUN,17977823,2
perdre,ADJ,17948506,4
perdu,NOUN,17948506,4
transport,NOUN,17941298,2
établi,NOUN,17935760,2
rare,ADJ,17934711,2
machine,NOUN,17923441,2
secteur,NOUN,17918546,2
fermer,VERB,17917989,36
étudier,VERB,17883029,36
manifester,VERB,17881681,36
normal,NOUN,17876290,4
offre,NOUN,17870603,2
accepter,VERB,17844340,36
lier,ADJ,17813143,4
assemblée,NOUN,17809597,2
conclusion,NOUN,17770756,2
fixer,ADJ,17769315,4
large,NOUN,17766858,1
soutenir,VERB,17751961,36
bout,NOUN,17720317,2
instant,ADJ,17693124,4
voyage,NOUN,17660752,2
ministère,NOUN,17654813,2
vivant,NOUN,17641492,4
étendue,NOUN,17639404,2
possibilité,NOUN,17633102,2
généralement,ADV,17601420,1
entendre,ADJ,17592039,4
exposer,ADJ,17587108,4
poster,VERB,17556546,36
instant,NOUN,17554338,2
dépendre,VERB,17523256,36
journal,NOUN,17522108,2
rencontre,NOUN,17518919,2
moindre,ADJ,17515229,2
motif,NOUN,17485836,2
catholique,NOUN,17453275,2
substance,NOUN,17447354,2
défendre,VERB,17408903,36
prouver,VERB,17405207,36
situer,ADJ,17393186,4
discussion,NOUN,17380144,2
trait,NOUN,17372542,2
soldat,NOUN,17343428,4
sept,NOUN,17290944,1
poste,NOUN,17288012,2
régner,VERB,17273465,48
prêt,ADJ,17251571,4
partager,VERB,17219374,36
séance,NOUN,17200984,2
catégorie,NOUN,17194462,2
opposition,NOUN,17186242,2
hors,ADP,17178442,1
hors,ADV,17178442,1
défense,NOUN,17163748,2
vente,NOUN,17146464,2
arbre,NOUN,17135254,2
défaut,NOUN,17115019,2
fonds,NOUN,17099436,1
guère,ADV,17098462,1
sûr,ADJ,17086749,4
affirmer,VERB,17049228,36
départ,NOUN,17035962,2
décider,VERB,17033864,36
partout,ADV,17029102,1
poursuivre,VERB,17026628,36
risque,NOUN,17012686,2
départir,VERB,17002097,36
vivre,NOUN,16987170,2
reprendre,ADJ,16986077,3
repris,NOUN,16986077,3
pierrer,VERB,16983558,36
pierre,NOUN,16980612,2
nul,NOUN,16980089,4
plein,NOUN,16974575,2
absence,NOUN,16971767,2
médecin,NOUN,16951921,2
langage,NOUN,16944341,2
perte,NOUN,16926642,2
continu,ADJ,16906000,4
portée,NOUN,16904566,2
formule,NOUN,16866660,2
extérieur,NOUN,16855942,2
tendance,NOUN,16842640,2
conclure,VERB,16793942,34
association,NOUN,16793164,2
soir,NOUN,16790719,2
représentation,NOUN,16785326,2
éducation,NOUN,16772668,2
tradition,NOUN,16770812,2
rapporter,VERB,16768859,36
reconnaitre,ADJ,16756852,4
reconnaître,ADJ,16756852,4
échange,NOUN,16722204,2
regard,NOUN,16718389,2
plaisir,NOUN,16708804,2
directement,ADV,16703398,1
professionnel,NOUN,16693418,4
conséquent,ADJ,16688400,4
rouge,NOUN,16676230,2
conception,NOUN,16674150,2
citer,VERB,16673130,36
secret,NOUN,16663990,4
proportion,NOUN,16658666,2
arrêt,NOUN,16658573,2
compagnie,NOUN,16648978,2
utiliser,VERB,16640142,36
profit,NOUN,16638504,2
estimer,VERB,16594003,36
criser,VERB,16540952,37
naissance,NOUN,16540859,2
crise,NOUN,16540058,2
faux,NOUN,16539675,3
réformer,VERB,16526854,36
clair,NOUN,16522851,4
prétendre,VERB,16494521,36
danger,NOUN,16473458,2
lecture,NOUN,16462647,2
unique,ADJ,16458857,2
approcher,VERB,16387757,36
annoncer,VERB,16362907,36
ton,NOUN,16345777,2
quitter,VERB,16334887,36
remplir,VERB,16319426,29
instrument,NOUN,16313159,2
commettre,VERB,16255494,36
hauteur,NOUN,16252631,2
crédit,NOUN,16240010,2
pression,NOUN,16225312,2
couche,NOUN,16216508,2
constitution,NOUN,16212948,2
lit,NOUN,16176325,2
as,NOUN,16176299,1
intention,NOUN,16171179,2
fauter,VERB,16161058,37
pareil,NOUN,16153895,4
obliger,ADJ,16146662,4
obligé,NOUN,16146662,4
résistance,NOUN,16130344,2
visiter,VERB,16127887,36
faute,NOUN,16125322,2
miner,VERB,16090531,36
nord,NOUN,16090052,1
contenir,ADJ,16058140,4
responsabilité,NOUN,16032008,2
navire,NOUN,16012419,2
personnage,NOUN,16007882,2
entraîner,VERB,16001536,36
populaire,NOUN,15999843,2
craindre,VERB,15945992,36
plant,NOUN,15934338,4
déclaration,NOUN,15910990,2
énergie,NOUN,15909872,2
parvenir,VERB,15899990,36
souvenir,NOUN,15891236,2
impôt,NOUN,15890748,2
hypothèse,NOUN,15886852,2
scène,NOUN,15881229,2
concourir,VERB,15877046,36
convention,NOUN,15863516,2
fig,NOUN,15844676,1
davantage,ADV,15837752,1
intervention,NOUN,15814158,2
règlement,NOUN,15776179,2
antérieur,NOUN,15741974,4
majorité,NOUN,15727406,2
laisse,NOUN,15702790,2
processus,NOUN,15697564,1
bureau,NOUN,15648644,2
marin,NOUN,15626445,4
cher,ADJ,15606301,4
simplement,ADV,15590074,1
parent,NOUN,15579063,4
concernant,ADP,15577836,1
planter,VERB,15557945,36
prévoir,ADJ,15538914,4
utiliser,ADJ,15492919,4
puissant,ADJ,15464991,4
troubler,VERB,15427114,36
protection,NOUN,15412481,2
souvenir,VERB,15363647,36
engager,VERB,15350809,36
constant,ADJ,15345268,4
contribuer,VERB,15325185,37
examiner,VERB,15323712,36
tracer,VERB,15298755,36
rapide,NOUN,15277010,2
longueur,NOUN,15237160,2
policer,VERB,15202000,36
élection,NOUN,15185879,2
créer,ADJ,15184651,4
choisir,VERB,15169731,29
police,NOUN,15169625,2
composer,VERB,15156149,36
fondamental,ADJ,15147377,4
provenir,VERB,15145367,36
considération,NOUN,15113863,2
réforme,NOUN,15106796,2
entièrement,ADV,15100836,1
construire,VERB,15098410,36
procès,NOUN,15080184,1
matin,NOUN,15045013,2
tiers,NOUN,15041371,1
députer,ADJ,15024070,4
député,NOUN,15024070,4
contact,NOUN,15013404,2
confiancer,VERB,14988497,36
confiance,NOUN,14985674,2
tâcher,VERB,14983299,36
décrire,VERB,14965338,36
réaliser,VERB,14936424,36
objectif,NOUN,14927016,2
exception,NOUN,14923754,2
lien,NOUN,14920843,2
capable,ADJ,14920050,2
for,NOUN,14917738,2
adopter,ADJ,14896847,4
adopté,NOUN,14896847,4
jeter,VERB,14890718,36
impression,NOUN,14871770,2
consacrer,ADJ,14863372,4
universel,ADJ,14856044,4
facteur,NOUN,14855737,4
siéger,VERB,14852622,48
secourir,VERB,14851973,36
sensible,ADJ,14851930,2
intellectuel,NOUN,14830625,4
laisser,ADJ,14823347,4
officiel,NOUN,14822024,4
toutefois,ADV,14806938,1
semaine,NOUN,14800762,2
bras,NOUN,14793808,1
léger,ADJ,14776576,4
logique,ADJ,14765214,2
logique,NOUN,14765214,2
portant,ADJ,14750674,4
célébrer,VERB,14703787,47
quelquefois,ADV,14701971,1
devenir,NOUN,14696671,2
favorable,ADJ,14662216,2
romain,NOUN,14648733,4
montagne,NOUN,14647433,2
vin,NOUN,14646362,2
lecteur,NOUN,14617334,4
finir,VERB,14560499,29
santé,NOUN,14559277,2
feuiller,VERB,14546868,36
opérer,VERB,14541521,47
fruit,NOUN,14538503,2
feuille,NOUN,14527050,2
ton,DET,14517805,1
essai,NOUN,14517139,2
savant,NOUN,14512499,4
local,NOUN,14481093,2
réunion,NOUN,14469970,2
espérer,VERB,14465332,47
tourner,VERB,14441418,36
goût,NOUN,14431632,2
dépasser,VERB,14414324,36
passion,NOUN,14400786,2
nommer,VERB,14387233,36
découvrir,VERB,14374065,34
faculté,NOUN,14371809,2
cellule,NOUN,14366961,2
dimension,NOUN,14364116,2
édition,NOUN,14356513,2
destinée,NOUN,14324374,2
neuf,NOUN,14312430,4
réaction,NOUN,14305254,2
ouverture,NOUN,14302273,2
colonie,NOUN,14301007,2
acquérir,ADJ,14297403,3
mérite,NOUN,14293024,2
comporter,VERB,14288810,36
do,NOUN,14285336,1
proposer,ADJ,14266855,4
préparer,VERB,14264774,36
presse,NOUN,14250180,2
sécurité,NOUN,14239629,2
vaste,ADJ,14232416,2
réflexion,NOUN,14208914,2
côte,NOUN,14200675,2
modification,NOUN,14193282,2
batailler,VERB,14165189,36
interner,VERB,14164309,36
manque,NOUN,14138465,2
correspondant,NOUN,14126318,4
publication,NOUN,14125580,2
attitude,NOUN,14085018,2
travailleur,NOUN,14054312,4
liquider,VERB,14041175,36
immédiatement,ADV,14032573,1
carter,VERB,14013078,36
souverain,NOUN,14012535,4
culturel,ADJ,14005332,4
plein,ADP,13997370,1
récent,ADJ,13972932,4
individuel,NOUN,13950098,4
intelligence,NOUN,13942681,2
collectif,NOUN,13931641,4
caractéristique,ADJ,13927823,2
caractéristique,NOUN,13927823,2
royaume,NOUN,13924517,2
empereur,NOUN,13917791,2
réunir,ADJ,13900804,4
introduire,VERB,13896806,36
interne,NOUN,13894968,2
naître,VERB,13894185,36
échapper,VERB,13884628,36
évêque,NOUN,13882109,2
extrême,ADJ,13876602,2
constituer,ADJ,13870741,4
endroit,NOUN,13863733,2
oublier,VERB,13852589,36
salaire,NOUN,13852289,2
roman,ADJ,13818315,4
égaler,VERB,13814208,36
froid,NOUN,13813168,4
remarquable,NOUN,13811833,2
sort,NOUN,13805585,2
papier,NOUN,13750990,2
tenter,VERB,13744959,36
avance,NOUN,13737053,2
disparaître,VERB,13734943,36
envoyer,ADJ,13730524,4
envoyé,NOUN,13730524,4
sortir,ADJ,13723308,4
marchandiser,VERB,13721859,36
marchandise,NOUN,13720428,2
augmentation,NOUN,13718938,2
réaliser,ADJ,13717908,4
couper,VERB,13712198,36
venter,VERB,13707172,9
rang,NOUN,13695613,2
tabler,VERB,13693759,37
récit,NOUN,13656571,2
garantir,ADJ,13653374,4
ciel,NOUN,13653088,2
brancher,VERB,13647595,36
savoir,ADJ,13632994,4
observer,ADJ,13598234,4
diriger,VERB,13581404,36
parfaitement,ADV,13572384,1
désigner,VERB,13563501,36
branche,NOUN,13558236,2
richesse,NOUN,13547848,2
sud,NOUN,13526953,1
table,NOUN,13518079,2
participer,VERB,13512785,37
sauf,ADJ,13491006,4
indiquer,ADJ,13487660,4
réseau,NOUN,13483096,2
exposé,NOUN,13473054,2
actuellement,ADV,13453562,1
jouir,VERB,13449476,30
lister,VERB,13445168,36
traduire,VERB,13437830,36
composition,NOUN,13433296,2
rapidement,ADV,13430314,1
conflit,NOUN,13421390,2
liquide,ADJ,13407082,2
liquide,NOUN,13407082,2
positif,ADJ,13404435,4
secrétaire,NOUN,13398448,2
liste,NOUN,13386207,2
capacité,NOUN,13385552,2
empirer,VERB,13377622,36
procédure,NOUN,13359076,2
race,NOUN,13345878,2
consommation,NOUN,13332139,2
amener,VERB,13327384,36
écrivain,NOUN,13317078,4
frontière,NOUN,13316522,2
retraire,ADJ,13313565,4
retrait,NOUN,13313565,4
vitesse,NOUN,13313126,2
enquêter,VERB,13310962,37
cesse,NOUN,13300746,1
littérature,NOUN,13297091,2
combat,NOUN,13292319,2
séparer,VERB,13281277,36
saisir,VERB,13280078,29
crime,NOUN,13279221,2
définir,VERB,13276823,29
débattre,VERB,13272835,36
parfaire,ADJ,13265146,4
parfait,NOUN,13265146,4
marquer,ADJ,13261811,4
secours,NOUN,13260997,1
décrire,ADJ,13243885,4
suffisant,NOUN,13229651,4
accorder,ADJ,13173429,4
accordé,NOUN,13173429,4
dessous,ADP,13165240,1
dessous,ADV,13165240,1
dessous,NOUN,13165240,1
menacer,VERB,13162692,36
évident,ADJ,13160613,4
délai,NOUN,13160550,2
artiste,NOUN,13156616,2
statut,NOUN,13149860,2
empire,NOUN,13134018,2
apercevoir,VERB,13125591,36
prêter,VERB,13123824,36
agriculture,NOUN,13118220,2
carte,NOUN,13066859,2
salle,NOUN,13044578,2
développer,ADJ,13026686,4
développé,NOUN,13026686,4
désirer,VERB,13010486,36
enquête,NOUN,12993190,2
immense,ADJ,12992100,2
soleil,NOUN,12981068,2
suivi,NOUN,12980962,2
arrivée,NOUN,12969998,2
habitude,NOUN,12969654,2
juridique,ADJ,12962000,2
relativement,ADV,12958988,1
journée,NOUN,12939440,2
essayer,VERB,12933329,50
absolument,ADV,12917659,1
extrémité,NOUN,12915142,2
interprétation,NOUN,12903669,2
théâtre,NOUN,12869968,2
mur,NOUN,12869139,2
intervenir,VERB,12849824,36
sérieux,ADJ,12848390,3
opposer,ADJ,12836249,4
opposé,NOUN,12836249,4
douleur,NOUN,12833712,2
littéraire,NOUN,12822519,2
convier,VERB,12806423,36
complètement,NOUN,12796293,2
roman,NOUN,12794349,2
complètement,ADV,12794000,1
génie,NOUN,12788700,2
subir,VERB,12787953,29
reposer,VERB,12772959,36
terminer,VERB,12770936,36
tâche,NOUN,12770550,2
exposer,VERB,12768869,36
vraiment,ADV,12749884,1
craindre,ADJ,12744633,4
retirer,VERB,12726505,36
choisir,ADJ,12722781,4
demeure,NOUN,12714794,2
appliquer,ADJ,12696491,4
paysan,NOUN,12691612,4
durant,ADP,12678202,1
précisément,ADV,12668022,1
occuper,ADJ,12654090,4
réduit,NOUN,12646898,2
désormais,ADV,12633892,1
assurer,ADJ,12614075,4
assuré,NOUN,12614075,4
organisme,NOUN,12612865,2
contemporain,NOUN,12598405,4
gagner,VERB,12589392,36
croire,ADJ,12587502,4
cru,ADJ,12587502,4
remettre,ADJ,12579701,3
indispensable,NOUN,12573266,2
forêt,NOUN,12566750,2
représenter,ADJ,12565313,4
descendre,VERB,12561326,36
admettre,ADJ,12537129,3
admis,NOUN,12537129,3
canal,NOUN,12536460,2
diminuer,VERB,12536134,36
attacher,VERB,12495059,36
pousser,VERB,12487944,36
satisfaire,VERB,12469094,39
facilement,ADV,12466810,1
voter,VERB,12447903,36
mari,NOUN,12446526,2
chaleur,NOUN,12443415,2
vent,NOUN,12437887,2
prêtre,NOUN,12435308,4
accident,NOUN,12434886,2
détruire,VERB,12434736,36
ferme,ADJ,12430836,2
ferme,NOUN,12430836,2
attribuer,VERB,12426739,36
bonheur,NOUN,12425186,2
possession,NOUN,12409346,2
contenu,NOUN,12408570,2
respect,NOUN,12402471,2
bâtiment,NOUN,12399029,2
reconnaitre,VERB,12394921,36
rester,ADJ,12388790,4
noble,NOUN,12383599,2
indépendance,NOUN,12352717,2
remarque,NOUN,12346362,2
vaisseau,NOUN,12343347,2
équilibrer,VERB,12335649,36
musiquer,VERB,12330490,36
trouble,ADJ,12327356,2
trouble,NOUN,12327356,2
musique,NOUN,12327204,2
transformation,NOUN,12326935,2
distinction,NOUN,12325243,2
poète,NOUN,12319459,4
recours,NOUN,12312438,1
dépôt,NOUN,12311384,2
divin,NOUN,12303647,4
attaque,NOUN,12298544,2
époux,NOUN,12295434,3
sauf,ADP,12293904,1
trace,NOUN,12291319,2
comité,NOUN,12282096,2
débat,NOUN,12267082,2
italien,NOUN,12263673,4
responsable,NOUN,12254480,2
diviser,VERB,12243410,36
définitif,ADJ,12233881,4
lendemain,NOUN,12231937,2
signifier,VERB,12230357,36
veiller,VERB,12220469,36
seigneur,NOUN,12216022,2
marque,NOUN,12213422,2
réclamer,VERB,12211495,36
concours,NOUN,12210950,1
varier,VERB,12207804,36
capitaine,NOUN,12192151,2
signaler,VERB,12168691,36
songer,VERB,12158490,37
explication,NOUN,12155736,2
ignorer,VERB,12153220,36
tailler,VERB,12147648,36
ressortir,VERB,12143598,43
traverser,VERB,12136002,36
siège,NOUN,12135734,2
parer,VERB,12116758,36
annuel,ADJ,12112222,4
évidemment,ADV,12077377,1
futur,NOUN,12062250,4
exact,ADJ,12061937,4
concevoir,VERB,12059003,36
poser,ADJ,12056634,4
vit,NOUN,12047611,2
calcul,NOUN,12027294,2
borner,VERB,12025961,36
contraindre,ADJ,12020149,4
éprouver,VERB,12019043,36
abandonner,VERB,12017390,36
définition,NOUN,12007193,2
garantie,NOUN,11998542,2
vider,VERB,11997384,36
proche,NOUN,11988046,2
quoique,SCONJ,11972783,2
primitif,NOUN,11953235,4
vite,ADJ,11951391,2
vite,ADV,11934539,1
quartier,NOUN,11929892,2
fidèle,NOUN,11927652,2
variation,NOUN,11915230,2
révéler,VERB,11914915,47
vive,NOUN,11912496,2
intermédiaire,NOUN,11897603,2
repriser,VERB,11894779,36
doux,NOUN,11874167,3
fortune,NOUN,11865850,2
classique,NOUN,11855248,2
indépendant,ADJ,11854764,4
étroit,ADJ,11850745,4
ledit,DET,11849923,4
mine,NOUN,11847223,2
envers,ADP,11825615,1
envers,NOUN,11825615,1
tistre,ADJ,11824455,4
permanent,NOUN,11816792,4
prêt,NOUN,11810157,2
gaz,NOUN,11805102,1
styler,VERB,11803253,36
renfermer,VERB,11803203,36
style,NOUN,11799961,2
ordonnancer,VERB,11798326,36
montrer,ADJ,11792375,4
dur,NOUN,11792323,4
demander,ADJ,11770628,4
ordonnance,NOUN,11748359,2
fournir,ADJ,11747100,4
justifier,VERB,11741943,36
résoudre,VERB,11739826,36
joindre,VERB,11735521,36
rayon,NOUN,11721149,2
frapper,VERB,11703554,36
fonder,VERB,11697310,36
viser,VERB,11689505,36
célèbre,ADJ,11686138,2
occidental,NOUN,11682992,4
règne,NOUN,11673682,2
aussitôt,ADV,11668974,1
équilibre,NOUN,11657699,2
silence,NOUN,11648642,2
net,ADJ,11647113,4
susceptible,ADJ,11640264,2
lire,NOUN,11636939,2
abbé,NOUN,11623728,2
œil,NOUN,11623271,2
tissu,NOUN,11613266,2
fouler,VERB,11610193,36
rêver,VERB,11607636,36
essentiellement,ADV,11600196,1
civilisation,NOUN,11597225,2
entretenir,VERB,11591701,36
fixe,ADJ,11589184,2
fixe,NOUN,11589184,2
couvrir,ADJ,11577229,4
couvert,NOUN,11577229,4
construire,ADJ,11575535,4
municipal,ADJ,11575465,4
violence,NOUN,11556158,2
conserver,ADJ,11555093,4
analogue,ADJ,11542446,2
analogue,NOUN,11542446,2
prononcer,VERB,11542012,36
gloire,NOUN,11539664,2
précieux,NOUN,11532854,3
prévoir,VERB,11529146,36
socialiste,NOUN,11506898,2
budget,NOUN,11495210,2
humanité,NOUN,11479993,2
attacher,ADJ,11478663,4
attaché,NOUN,11478663,4
mondial,ADJ,11478456,4
lever,VERB,11476490,36
victime,ADJ,11474646,2
victime,NOUN,11474646,2
issir,ADJ,11472160,4
avion,NOUN,11455273,2
publier,VERB,11455249,36
provoquer,VERB,11452639,36
compétence,NOUN,11438858,2
tantôt,NOUN,11430583,2
tantôt,ADV,11430365,1
ouvrer,VERB,11426966,36
colonne,NOUN,11425537,2
rentrer,VERB,11423367,36
autrement,ADV,11400791,1
témoin,NOUN,11381157,2
régulier,NOUN,11344216,4
pont,NOUN,11340738,2
remplacer,VERB,11335500,36
révolutionnaire,NOUN,11332486,2
vapeur,NOUN,11314552,2
limiter,ADJ,11312484,4
souffrir,VERB,11305854,34
derrière,NOUN,11299660,2
modifier,VERB,11290732,36
quelconque,ADJ,11281146,2
secondaire,ADJ,11272589,2
assurance,NOUN,11271755,2
bénéfice,NOUN,11253514,2
rural,NOUN,11252089,4
organiser,ADJ,11247535,4
moteur,NOUN,11242435,4
taille,NOUN,11240603,2
appui,NOUN,11233666,2
financer,VERB,11226792,36
exactement,ADV,11223154,1
africain,NOUN,11222265,4
bataille,NOUN,11220242,2
docteur,NOUN,11213377,6
nécessairement,ADV,11208960,1
régional,ADJ,11200808,4
fleur,NOUN,11181467,2
vice,NOUN,11176309,2
étudier,ADJ,11161554,4
visite,NOUN,11155459,2
variable,ADJ,11142195,2
paraitre,ADJ,11136265,4
paraître,ADJ,11136265,4
conférence,NOUN,11135141,2
génération,NOUN,11130216,2
phaser,VERB,11120401,37
phase,NOUN,11118169,2
vouloir,NOUN,11106464,2
montant,ADJ,11099484,4
législation,NOUN,11099422,2
prochain,NOUN,11095804,4
croissance,NOUN,11094625,2
couvrir,VERB,11091713,34
thèse,NOUN,11088590,2
complexer,VERB,11074580,36
gestion,NOUN,11071912,2
accompagner,VERB,11060965,36
statistique,ADJ,11048912,2
statistique,NOUN,11048912,2
complexe,ADJ,11036908,2
complexe,NOUN,11036908,2
extraordinaire,ADJ,11027019,2
prononcer,ADJ,11020017,4
monnayer,VERB,11017890,50
minuter,VERB,11012699,36
grec,NOUN,11006046,4
courber,VERB,11001921,36
immédiat,ADJ,10998467,4
